	pol_Latn	csb_Latn
36735	gimnastyka artystyczna	artisticznô gimnastika
36736	Usuń wybrane czcionki	Rëmôj wszëtczé wëbróné fòntë
36737	centrowy	centrowi
36738	afiszować się	bùsznic sã czim
36739	niecywilizowany	nieusztôłcony
36740	ubierać się dziwacznie	czëpirzëc sã
36741	babi	babi
36742	Wybrano szesnasty pulpit	Wëbróny wirtualny pùlt
36743	Stephan Binner	Stephan Binner
36744	odzyskiwać	òdzwëskòwac
36745	Radykały yi	Radikalë Yi
36746	nawiertak	nadwiercôk
36747	obecny	przëtómny
36748	Nazwa opis Format	Miono òpisënka Format
36749	odtargać się	òdczorchnąc sã
36750	panoplia	panoplia
36751	Proszę podać obecne hasło	Proszã pòdac terną parolã
36752	program uruchamiającypackage type	runnerpackage type
36753	golec	gòlas
36754	ewenement	sensacjô
36755	dobijak	dobijôk
36756	kożuchowy	kòżëchòwi
36757	Podświetlanie składni Pythona	Pòdskrzënianié syntaksë Pythona
36758	Filtr Krótkich URI	Filter krótczich URI
36759	dulka	knaga
36760	lampeczka	lãpeczka
36761	"Gra dla dzieci ""Ziemniaczany facet"""	Bùlwòwô gra dlô dzecy
36762	Drukuj bieżący dokument	Drëkùjë aktualny dokùment
36763	zewnętrzny	bùtnowi
36764	Rysowanie za pomocą myszy przy naciśniętych ShiftMeta.	Céchùjë mëszą przez przëtrzëmanié klawiszów ShiftMeta a przesëwając mëszã.
36765	związywać się	zrzeszac sã
36766	Lekkie opady śniegu lub zamarzająca mżawkaweather forecast	weather forecast
36767	Serwer UI informacji o postępach KDE	KDE Progress Information UI Server
36768	ajerkoniak	ëjerkòniak
36769	kiecka	czecka
36770	objaśnić	wëłożëc
36771	Wybierz czas, po którym ekran zostanie zablokowany.	Wëbierzë czas, pò jaczim ekran òstanié zablokòwóny.
36772	gzić się	gzëc sã
36773	Fotograficzny i kolorowy	Òdjimny ë farwny
36774	Wyślij niezaszyfrowane	Wëslë nieszifrowóné
36775	poddać	pòddac
36776	Numer ścieżki Tytuł	Numer sztëczka titel
36777	zabity	zachajstniony
36778	Rok	Rok
36779	zatrząść	zatrzisc
36780	Wymuś blokowanie sesji	Wëmùszë zablokòwanié sesëji
36781	jedynaczek	jedënôczk
36782	Określa, czy używać wbudowanego brzęczyka zamiast systemu powiadomień KDE.	Òznôczô, czë brëkòwac wbùdowónegò głosnika na placu systemòwégò dôwaniô wiedzë KDE.
36783	odprząc	òdprzic
36784	ubierać się; robić	strojic sã
36785	łojowy	łojowi
36786	pełnosprawny	pełnosprawny
36787	sączyć się	sãczëc sã
36788	dystynkcja	elegancjô
36789	Większy lub równy label	Wikszé jakno abò równé label
36790	energicznie	sprãżësce
36791	czysty	czërny
36792	Telefon	Zrobioné
36793	członowy	członowi
36794	machnięcie	môchniãcé
36795	upór	nôpartosc
36796	blado	blado
36797	chromać	chromac
36798	Słonecznie, momentami pochmurnoweather forecast	weather forecast
36799	budujący	bùdëjący;
36800	niezgrabność	kòszlawòsc
36801	uzdeczka	ùzdka
36802	masłowy	masłowi
36803	waćpanin	waspanin
36804	Zadanie zostało anulowane przez użytkownika.	Robòta przerwanô przez brëkòwnika.
36805	siedemnaście	sédmënôsce
36806	Kopia pliku	Kòpijô lopka
36807	chłopiec	knôp
36808	Port Kwrite do KParts	Pòrt Kwrite do KPart
36809	Kontakty	Łączbë
36810	krasnalka	krôsnica
36811	dzienny	dzénny
36812	brodawnik	môłi mlécz
36813	reporter	repòrtéra
36814	maszyneria	maszineriô
36815	bałaganiarka	czwaruga
36816	okładać	prac
36817	Wtyczki Netscape	Wtëkôczë Netscape
36818	kabaretowy	kabaretowi
36819	przekabacić się	przekabacëc sã
36820	disis	disis
36821	potwierdzić się	pòcwierdzëc sã
36822	zgmatwać	zwichlac
36823	Przywróć zapisaną sesję	Przëwrócë zapisóną sesëjã
36824	zakupić	zakùpic
36825	wyciąć	wëcyc
36826	Burzaweather condition	weather condition
36827	Europa Kopenhaga	Eùropa Kòpenhaga
36828	sprytnie	chitrze
36829	katować	katowac
36830	niepełnoletni	nieustny
36831	Kolor papieru składnik zielony	Farwa papióru kòmpònent zelony
36832	walać błotem	szlapac
36833	skrzynia	skrzënia
36834	iskra	skra
36835	suchotnik	sëchòtnik
36836	przywiązywać	przerzeszac
36837	rozbić	rozbic
36838	duchowość	dëchòwòsc
36839	glistowy	glistwòwi
36840	drzewny	drzewòwi
36841	Wyspy Marshalla	Òstrowë Marshalla
36842	bezdzietnie	bezdzecno
36843	Afryka Środkowa	Westrzédnô Afrika
36844	pasjonatka	lubiéńcka
36845	mokrawy	përznã mòkri
36846	Niska rozdzielczość i duże obciążenie procesora	Môłô rozdzélnota wëskrzëniwóniô ë chùtczi procesor
36847	Najpierw katalogi	Wprzód katalodżi
36848	zapisywać	notowac
36849	wyrębisko; miejsce	wërãbiszcze
36850	srom	rzëc
36851	rynek	tôrg
36852	cizia	sprëża
36853	bezsens	bezszëk
36854	dołączać	dołãczac
36855	Wyświetlacz cyfrowy	Cyfrowy pòdzérk
36856	powiedzieć	rzeknąc
36857	Pomoc	Pòmòc
36858	animatorka	animatórka
36859	etniczny	nôrodny
36860	okocić się	òbagnic sã
36861	aleja	droga òbsadzonô drzewama
36862	gadać	plestac
36863	deputowany	wësłańc
36864	parcie	piarcé
36865	angielka	angelka
36866	Poprawna odpowiedź w Quiz	Dobrô òdpòwiesc w Quiz
36867	narwistość	nôremnosc
36868	pełnoziarnisty	pôłnozôrnati
36869	szczelina	szpara
36870	ekstrakt	esencjô
36871	słup	słup
36872	Rozpoczęto czyszczenie	Je napòczãté czëszczënié
36873	Tadeusz	Tadeùsz
36874	więcej niż jedna definicja dokumentuQXml	wicy nigle jednô definicëjô dokùmentuQXml
36875	Ekran został odblokowany	Ekran òstôł òdblokòwóny
36876	Polecenia edycji	Pòlétë edicëji
36877	synek	synk
36878	skarżyć się	skarżëc sã
36879	Rejestrator czujnika	Registrator ùzérôcza
36880	uparty	noremni
36881	SysReq	SysReq
36882	intensywna ulewa śnieżnaweather forecast	weather forecast
36883	niemrawość	labùsowatosc
36884	Armenia	Armeniô
36885	oniemieć	òniemiec
36886	Edytor plików dźwiękowych	Editora zwãkòwëch lopków
36887	Rozpocznij wyszukiwanie button	Startëjë szëkbã button
36888	Kanały	Kanalë
36889	żarnówka	żarnówka
36890	Modyfikacja ustawień czcionek dla całego systemu wymaga uprawnień.	Do sprôwianiô sytemòwą szérzą fòntów nót je ekstra pawów.
36891	X ObciążenieGeneric	X ÒbcãżeniéGeneric
36892	architektoniczny	architektoniczny
36893	Kliknij by zmienić	Klëkni abë zmienic
36894	jak masz na imię	jakùż sã zwiész
36895	Utwórz nowy znacznik info	Ùsôdzë nowi znakòwnik info
36896	Serwer Nepomuka zarządza przechowywaniem danych Nepomuka i usługami	Serwera Nepomuk sprôwiô serwisama ë dostónkama Nepomuka
36897	łatwiutki	łôtwiùszi
36898	warzywo	warzëwò
36899	wiór	zdrąb
36900	Licencja Artistic license short name	Licencëjô Artistic license short name
36901	suknie	ruchenka
36902	rumowy	rómòwi
36903	Papier specjalny	Specjalny papiór
36904	Nie udało się wygenerować informacji o awarii. info	Ni dało sã wëgenerowac wëdowiédzë ò załómaniu. info
36905	niebieskawość	mòdrawòsc
36906	niedostateczny	gòmòłi
36907	gwiazdka	gwiôzdka
36908	okadzić	òkadzëc
36909	och! ach!	maricznóm!!
36910	naciąć	nacyc
36911	Widok katalogu	Wëzdrzatk kataloga
36912	liczba	lëczba
36913	niezasobny	ùmiarti
36914	drabina	cecewiô
36915	zaakceptować	przëjąc
36916	bilans	bilans
36917	bluźnierca	przeklinôcz
36918	czterechsetny	sztërësetny
36919	Kilka chmurweather condition	weather condition
36920	motocykl	mòtór
36921	nawracać się	nawracac sã
36922	stajnia augiasza	stajniô augiasza
36923	Nic do przeniesienia	Ni ma nick do przesëniãcô
36924	bezecny	niegòdzëwi
36925	przepędzać	przepãdzac
36926	Oblicza wartość q kiedy q składa się z liczb i symboli matematycznych takich jak , , , i .	Wëliczô wôrtnotã q czedë q je złożoné z lëczbów ë matematikòwëch symbòlów jak , , , ë .
36927	afiszować się	pokazywać się przed ludźmi
36928	Podana data limitu czasu jest nieprawidłowa.	Wpisóny datum limitu czasu nie je przënôléżny.
36929	pocieszycielka	pòceszëcelka
36930	zaniepokojony	niespòkójny
36931	fuzja	sparłãczenié
36932	poklękać	piklëkac
36933	mokrość	mòkrzëzna
36934	Usuń katalog bieżący i spróbuj jeszcze raz.	Rëmôj pòprzedny katalog ë spróbùjë jesz rôz.
36935	czereśnia	krzësznia
36936	chłop	pëzlôk
36937	Twórz indeksy wyszukiwania	Bùdowanié indeksu szëkbë
36938	Świętosława	Swiãtosława
36939	Składnik do przeglądania obrazków	Kòmpònent do przezeraniô òbrôzów
36940	Plik lokalny	Môlowi lopk
36941	ubiór	suknia
36942	Włącz regularne migotanie kursora	Regùlarno mërgającu kùrsor
36943	zasadzić	zasadzëc
36944	Ponad godzinę temu	kòle gòdzënów nazôd
36945	Hasło do logowania.	Parola logòwaniô.
36946	dacharz	dekarz
36947	WordReference. com słownik angielskiQuery	WordReference. com anielsczi słowôrzQuery
36948	biesiadowanie	biesadowanié
36949	des	Des
36950	naraz	doraza
36951	zegarek	zédżerk
36952	ogarnąć	ògarnąc
36953	bazaltowy	bazaltowi
36954	niegodziwy	niegòdzëwi
36955	wzgórze	grzëpa
36956	"Tu możesz określić poziom głośności systemowego dzwonka. Inne ustawienia dzwonka możesz określić w module ""Dostępność."""	"Tuwò mòżesz nastôwic głosnosc systemòwegò zwónka. Jinsze nastôwë zwónka mòżesz zmienic w module ""Przistãpnosc."""
36957	Wszebor	Wszebór
36958	Waldo Bastian	Waldo Bastia
36959	Bułgar	Bùłgar
36960	partaczyć	niérzwic
36961	narobić	narobic
36962	Skróty klawiszowe definiują kombinacje klawiszy, które są tłumaczone na ciągi znaków wysyłanych do programu konsoli.	Przëpisanié klawiszów kòntrolëje jakno kòmbinacëjô wcësniãtich w òknie terminala klawiszów mô sélac réżkã céchów do aktualny programë terminala.
36963	szczęście	szczescé
36964	korzonek	kòrzónk
36965	medalion	medalión
36966	pikanteria	pikantnota
36967	etyczny	mòralny
36968	piwo	piwò
36969	zza	zeza
36970	lekkoduch	trzepòt
36971	Bardzo wysoka jakość w odcieniach szarości	Barô wësôk kwalitet w cenioscach szaroscë
36972	gadulska	szczekòtka
36973	blisko	krótkò
36974	ślamazara	grajda
36975	Test FBO	Test FBO
36976	w porównaniu z	naprocëmkò
36977	laska zakrzywiona u góry	karkùlëczka
36978	napinać	napinac
36979	cynkografia	cynkògrafiô
36980	Dokument	Dokùment
36981	tkacki	tkacczi
36982	Nowa polityka JavaScript	Nowô pòlitika JavaScript
36983	paraliż	zdrãtwienié
36984	Antarktyda Biegun południowy	Antarktida Pôłniowi Dżib
36985	"Program obsługujący adresy URL typu ""apt"""	"Programa òbsłëgiwôjącô adresë URL ""apt"""
36986	chór	chùr
36987	aspirant	aspirant
36988	Pa anga tongijska	Pa anga
36989	ćwok	czwiok
36990	garbaty	pùklowati
36991	PNG MNG JPG GIF	PNG MNG JPG GIF
36992	dziewczyna	dzewczëna
36993	siatka	sécka
36994	mleć	mielëc
36995	abnegat	szadélc
36996	parać się	trudnic sã
36997	oddzielić sie	òddzelac sã
36998	Czytaj pozycje KConfig do użycia w skryptach	Czëtôj wińdzenia KConfig do brëkòwaniô w skriptach
36999	Przeglądaj dane udostępniane przez silniki danych Plazmy	Przezérô pòdôwczi pùblikòwóné przez Plasma DataEngines
37000	To nie jest odpowiedni nośnik rozruchowy. Proszę wsunąć nośnik rozruchowy u.	To nie je dobri sztartowi disk. Proszã włożëc sztartowi disk u.
37001	skaza	rozdwòjenié
37002	sfuszerować	ùpéplac
37003	Kliknij, by przywrócić domyślne ustawienia systemowe dla tego typu pliku. Spowoduje to anulowanie wszystkich zmian dla tego typu pliku. Uwaga nie można usunąć systemowych typów pliku, można jednak ustawić dla nich pustą listę wzorców, co zmniejszy szanse, że zostaną one wykorzystane ale pliki rozpoznawane na podstawie zawartości nadal będą używać typów systemowych.	Klëkni tuwò, abë doprowdzëc nen ôrt lopka do jegò systemòwi definicëji nazôd. Przez to wszëtczé zjinaczi na tim ôrce lopka òstaną copniãté. Bôczë, że szeroksystemòwé ôrtë lopków ni mògą bëc rëmóné. Mòże równak wëczëszczëc przënôlegajcy do nich mùster lopków, przez co zmniszi sã szansa na to, że nen ôrt lopka bãdze brëkòwóny. Nimò tegò mòże dońc do tegò, że przez zamkłosc lopka bãdze òn ùżëwóny.
37004	ciągle	lik
37005	Moduł danych Cloud	Mòtór pòdôwków Blóna
37006	szarpać się	szarpac sã
37007	Używana przez pasek zadań.	Brëkòwóné w listiwe dzejaniô.
37008	Rozmiar czcionki	Miara fòntu
37009	meksykański	meksykańsczi
37010	grzybowy	grzëbòwi
37011	Ocean Spokojny Wake	Spòkójny Òcean Wake
37012	hymn	himn
37013	parlamentarny	parlamentarny
37014	łakomić się	chcëwic sã
37015	nadać	nadac
37016	Na pewno wyłączyć z grupy ?	Chcesz na gwës wëłaczëc , chtërné je zamkłé w karnie ?
37017	toporek	topórk
37018	czopek	capk
37019	Kolejność	Pòrządk
37020	Pasek adresu Wpisz adres sieciowy lub szukany termin.	Listew adresë Wpiszë internetową adresã, abò szëkóné słowò.
37021	Dolar Brunei	Brunejsczi Dolar
37022	Pliki wykonywalne w $fix bin	Wëkònëwólny lopk w $fix bin
37023	Odtwarzacz MPEG	Grôcz MPEG
37024	na	przez
37025	schować	schòwac
37026	Pokaż okna ze wszystkich pulpitów	Pokôżë òkna ze wszëtczéch pùltów
37027	trzej	trzej, trzë, troje
37028	zeszyć lada jako	zwôrpac
37029	darować	wëbaczëc
37030	Konsola	Zamkni
37031	Uruchom C	Zrëszë C
37032	pospieszny	spieszny
37033	cena	kòszt
37034	Wpisany tu tekst będzie użyty do wyświetlania pełnych dat. Tekst może zawierać poniższe symbole	Wpisóny tuwò tekst bãdze brëkòwóny do wëskrzëniwaniô fùl datumów. Tekst mòże zamëkac w se pòdóné niżi céchë
37035	podobny	pòdobny
37036	gromniczny	gromiczny
37037	jagodowy	jagòdowi
37038	rozdział	rozdzôł
37039	Karty bezpieczeństwa	Kartë bezpiekù
37040	wstrząsnąć się	strząsnąc sã
37041	tatuować	tatuòwac
37042	przedświt	przedpòrénk
37043	jeździectwo	ridowanié
37044	oziębiać	òchładzac
37045	WordReference. com francuski > angielskiQuery	WordReference. com francësczi > anielscziQuery
37046	smarkacz	knurps
37047	programista szkielet	Ùsôdzca spòdlowô robòta
37048	gliniana miska	kùmka
37049	Kopiuj tutaj menu	Kòpérëjë tuwò menu
37050	warning	warning
37051	małżowina	małżów
37052	Zamknij inne	Zamkni biéżną kartã
37053	nożysko	nożëszcze
37054	wykrzyczeć	wëwadzëc
37055	bezsilny	pòdùpadłi na sëłach
37056	Azja Samarkanda	Azëjô Samarkand
37057	Adam KubasEMAIL OF TRANSLATORS	Mark Kwidzińsczi, Michôł ÒstrowscziEMAIL OF TRANSLATORS
37058	żmijka	znijka
37059	przeliczyć	przelëczëc
37060	Uwierzytelnienie	Agent ùdowierzëniô PolicyKit
37061	siatkarka	sécôrka
37062	mamlać	mùmlac
37063	przymierzać	przëmierzac
37064	dowcipny	żartoblëwi
37065	płaszcz	płôszcz
37066	obsiadać	òbsadac
37067	Czy na pewno usunąć	Na gwës chcesz rëmnąc
37068	rujnować	rujinowac
37069	Osie	Òsë
37070	czerpakowy	czerpakòwi
37071	Podwójna gruba liniaBanner page	Debëltnô linijô ThickBanner page
37072	zmiłować się	zmiłowac sã
37073	doładowywać	doladëwac
37074	podczas	przë
37075	Cesdur	Cesdur
37076	JakAuthorization scope; PID is Process ID	JaknoAuthorization scope; PID is Process ID
37077	zmoklizna	zmòklëzna
37078	perłowy	perłowi
37079	Nowy zestaw kolorów	Nowi zestôwk farwów
37080	Wbudowany styl Motif, bez tematów	Wbùdowóny sztél Motif
37081	łechtać	łëzgac
37082	Fabian	Fabión
37083	etyka	mòralnosc
37084	Ameryka Cambridge Bay	Amerika Cambridge Bay
37085	Zatrzymane	Wstrzëmóné
37086	wędrowniczka	plachãderka
37087	kwalletd	kwalletd
37088	komórka	móbilka
37089	obłoki	pòdniebié
37090	kuchenny	kùchenny
37091	podeprzeć	pòdeprzéc
37092	rozgniatać	rozgniatac
37093	kancelista	kancelista
37094	bpm	Bpm
37095	bity	pączkòwóny
37096	Sawfish	Sawfish
37097	wielbiciel	adoratór
37098	zniewieściały	zbabiałi
37099	medalistka	medalistka
37100	Rafaela	Rafaela
37101	http websvn. kde. org \\\\ {}	http websvn. kde. org \\\\ {}
37102	accompaniato	towarzący
37103	Poprzedni niepusty, ale nie gotowy not ready means fuzzy in gettext terminology	not ready means fuzzy in gettext terminology
37104	Lupa	Lupa
37105	Przeglądanie sieci	Przezéranié netë
37106	Potwierdź usunięcie	Kònfigùracëjô graniô
37107	sumienie	sëmienié
37108	przedział	wëczos
37109	paplać	pëtlowac
37110	Mogły być problemy z połączeniem sieciowym.	To mògło dac problemë z sécowim sparłãczeniém.
37111	Ta pozycja już istnieje.	Nen wpisënk ju je.
37112	nawyknąć	nawëknąc
37113	Hans Karlsson	Hans Karlsson
37114	Geolokalizacja	Geògrafnô lokalizacëjô
37115	my	më
37116	Styl interfejsu	Sztél interfejsa
37117	podejrzany	nieprosti
37118	pustkowie	pùstkòwié
37119	odgonić	òdegnac
37120	warzywny	warziwny
37121	chrzciciel	chrzcëcél
37122	półwysep	półwëspa
37123	guzdrać się	czwarzëc sã
37124	Różni wykonawcy	Rozmajiti wëkònywaczë
37125	Zaloguj menu	Wlogùjë menu
37126	nieoczekiwany błąd SFTP	nieżdónô fela SFTP
37127	opłata	òpłata
37128	Pozwól programom konsoli zmieniać wielkość okna	Zezwòlë programie terminala zmianiac miarã òkna
37129	Michał Miłoś aktualny tłumacz, Marcin GiedzEMAIL OF TRANSLATORS	Michôł Òstrowsczi, Mark KwidzińscziEMAIL OF TRANSLATORS
37130	szkapa	wërga
37131	opracowywać	òbrabiac
37132	PLIKBARURI	LOPKBARURI
37133	swadźba	swatba
37134	zgrzebło	grzebło
37135	bity	lëmiony
37136	Włączone przechwytywanie URL	URL grabber włączony
37137	chirurgiczny	chirurgiczny
37138	płot	płot
37139	Pochmurno i wietrznieweather condition	weather condition
37140	przybliżyć się	przeblëżac sã
37141	ważny	wôżny
37142	szczecina	szczec
37143	lutyMarch long	gromicznikMarch long
37144	Wybrane nazwy plików nie wyglądają na poprawne.	Wëbróné miona lopków nie wëzdrzą na bezzmiłkòwé.
37145	Esben Mose Hansen	Esben Mose Hansen
37146	najazd	nôpadu
37147	Zarządzaj motywami KDE	Sprôwiôj témą KDE
37148	pasierb	paserb
37149	pięściarstwo	piscowanié
37150	pachciarski	pachtarsczi
37151	kaftan	wãps
37152	Montowanie	Mòntowanié
37153	Środowisko	Òkrãżé
37154	pochwycić	pòchwacëc
37155	pobawić	pòbawic
37156	ht dig strona domowa	ht dig domôcô starna
37157	Osetański	Òsetańsczi
37158	naczerpać	nabrac
37159	niedziela	niedzela
37160	Liczba palet kolorów	Wielëna kôrtów farwów
37161	eksport	ekspòrt
37162	Jastra	Jastra
37163	Ukryj	Zatacë
37164	Usługa nie akceptuje żadnych wiadomości	Nen serwis nie akceptëje niżódnëch wiadłów
37165	kawalerstwo	kawalérstwò
37166	Nie udało się pobrać informacji o awarii. info	Ni dało sã zladowac wëdowiédzë ò załómaniu. info
37167	Automatycznie pokazuj listę uzupełnieńTranslators This is the first part of two strings which will comprise the sentence Show completions when a word is at least N characters. The first part is on the right side of the N, which is resented by a spinbox widget, followed by the second part characters long. Characters is a integer number between and including and. Feel free to leave the second part of the sentence blank if it suits your language better.	Aùtomatno pòkazëjë lëstã dofùlowaniówTranslators This is the first part of two strings which will comprise the sentence Show completions when a word is at least N characters. The first part is on the right side of the N, which is resented by a spinbox widget, followed by the second part characters long. Characters is a integer number between and including and . Feel free to leave the second part of the sentence blank if it suits your language better.
37168	niepodobieństwo	niepòdobiéństwò
37169	chwiejny	chwiejny
37170	Sortowanie	Zortowanié
37171	Menu rozwijane	Rozwijóné menu
37172	dziennikarz	redaktór
37173	bakteria	bakteria
37174	Wpisz hasło użytkownika wybranego powyżej.	Wpiszë tuwò parolã dlô brëkòwnika.
37175	melancholia	smãtwa
37176	Kyat birmański	Myanmarsczi Kyat
37177	barłożyć	pieleszëc
37178	Powiadomienia i dostęp do nowych urządzeń	Dôwanié wiédzë ë przëstãp do nowich ùrządzeniów
37179	dogrzać się	dogrzôc sã
37180	dramatopisarstwo	dramatopisarstwò
37181	niżej	niżi
37182	Edytor paletydialogs	Editora palétëdialogs
37183	szablisko	szablëszcze
37184	Następny utwór	Pòstãpny sztëczk
37185	krzywdzić	krziwdzëc
37186	zacierka	zôcerka
37187	dyplomacja	diplomacjô
37188	Julkowy Julka	Julków
37189	majętność	majãtnosc
37190	Autostart Tools	Aùtostart Tools
37191	pyszny	bùszny
37192	przyjść	przińc
37193	pięknie	pëszno
37194	zmierzchać się	zmraczac sã
37195	a capriccio	szpòrtowno
37196	Pobrana nazwa.	Pòbróné miono
37197	bliskoznaczny	bliskòznaczny
37198	kłopotać	chłopòtac
37199	kaszubieć	kaszëbiec
37200	"# Jeśli cel to ""trash ,"" nastąpi przeniesienie plików # do kosza."	"# célã mòże bëc n. p. ""trash "" abë przesënąc lopczi # do kòsza."
37201	Odo	Òdo
37202	Nie można zmienić nazwy częściowego pliku. Proszę sprawdzić uprawnienia.	Ni mòże zmienic miona dzélu òriginalnegò lopka . Proszã sprôwdzëc prawa.
37203	dzielnica	dzélnica
37204	Utwórz własną stację Last. fm	ùsôdzë swòją stacëjã Last. fm
37205	cygarniczka	spëc do cygaretów
37206	benzynowy	benzynowi
37207	Kolor ramki	Zmieni farwã ramë
37208	Wieżyca	Wieżëca
37209	Szczegóły raportu o błędzie	Detale rapòrtu ò felë
37210	nadawczyni	nadôwczëni
37211	Służy do zamykania bieżącego dokumentu	Brëkùjë tegò pòlétu do zamkniãcô biéżnegò dokùmentu
37212	Kaszuby	Kaszëbë
37213	piasek	piôsk
37214	Wstrzymanie bez wylogowywania	Pùza bez wëlogòwaniô
37215	reda	réda
37216	Dostępne układu	Przëstãpné wëzdrzatczi
37217	wierszy	réżczi
37218	Przewiń film	Rëmôj
37219	ojczyzna	òjczëzna
37220	czarny	czôrny
37221	Tworzenie indeksu wyszukiwania	Bùdowanié indeksu szëkbë
37222	Interaktywna geometria	Interaktiwnô geòmétriô
37223	wyszczerzyć	wëszczerzëc
37224	karpielowy	wrëkòwi
37225	chwila	mòmeńt
37226	Norbert	Nórbert
37227	latać	lecec
37228	młyn	młin
37229	przekaz	przekôz
37230	KDE uruchamia się	KDE sztartëje
37231	czterodniowy	sztërëdniowi
37232	dziwić się	dzëwòwac sã
37233	niedowiarek	niedowiara
37234	opaskudzić	òpaskùdzëc
37235	inaczej	jinaczi
37236	maszynka do golenia	maszinka do gòleniô
37237	Pokaż wszystkie zadania w drzewie	Pòkażë wszëtczé robòtë jakno drzéwò
37238	królewicz	królewicz
37239	żegawka	żgalënô
37240	jezdnia	aùtodarga
37241	bezpieczeństwo	bezpjek
37242	Rozszerzenie wyjścia o dużej pojemności	Rozszérz wińdzeniô o wiôldżi zabiérnoce
37243	atonia	òsłabienié
37244	raz	rôz
37245	przyrostek	sufiks
37246	Ścieżki	łatë
37247	Intensywna ulewa śnieżnaweather condition	weather condition
37248	tryumfalny	trijumfalny
37249	abnegatka	czuchra
37250	agrest	ãgrest
37251	balamutny	mãtny
37252	unosić	ùnosëc
37253	katalogowanie	katalogòwanié
37254	seks	seks
37255	szczypiorkowy	łëczkòwi
37256	Motif Plus	Motif Plus
37257	SSL	SSL
37258	dwuręczny	òbòrãczny
37259	Nie zamykaj tego okna po zakończeniu pobierania	Nie zamëkôj negò òkna pò zakùńczeniu zladënkù
37260	Ustawienia ekranu	Ùstôw ekranu
37261	rozczochrać	naszadzëc
37262	państewko	państewkò
37263	doładowywać się	doladëwac sã
37264	biednie	marnie
37265	Prawdopodobny deszcz śniegweather forecast	inches, length unit
37266	płytko	snôdkò
37267	Apollo	Apòllo
37268	zagotować się	zawrzéc
37269	ogródek	zélniczk
37270	Adrianna	Adriana
37271	pałka	dãbówka
37272	dane	pòdôwczi
37273	Ethais	Detale
37274	żebry	szprachë
37275	aromatyczny	aromaticzny
37276	dezerterować	dezerterowac
37277	Tylko te ciasteczka	Blós ne kùszczi
37278	Jednostronny	Jednostarnowi
37279	demaskować się	demaskòwac sã
37280	kilkanaście	czilkanôsce
37281	mieć korzyść	lónowac
37282	Julita	Julita
37283	Obrazki dla okien dialogowych	Òbrôzczi dlô dialogów
37284	Okno i pulpit	Òkno ë pùlt
37285	zwodzić	nãcëc
37286	Zaprojektuj nowy motyw emotikon	Zabédëjë nową témã emòtikònów
37287	Widoczna zakładka przeglądarki	Widzawnô załóżka przezérnika
37288	Bornholm	Bòrnholma
37289	Maksimum	Maksymùm
37290	Intensywna burza, deszcz, grad, mgła gradweather condition	weather condition
37291	miauknąć	miauknąc
37292	klamka	lecyrz
37293	# Pokazanie domyślnego adaptera interfejsu bluetooth	# Pòkôżë domëslny adapter interfejs bluetooth
37294	jaczel	jaczel
37295	Program nie jest obecnie zainstalowany.	Programa nie je terô zainstalowónô.
37296	Program nieoczekiwanie zakończył działanie.	Programa niespòdzajno zakùńczëła dzejanié.
37297	Powtórz żądanie bez próby wznowienia transferu.	Znowi żądanié bez próbë znowienia transferu.
37298	Śnieg, deszczweather condition	weather condition
37299	Przegląd	Pòdzérk
37300	zawód	fach
37301	bajać	brawãdzëc
37302	dyngusować	dëgòwac
37303	obok	króm
37304	Zastosuj efekty do grup	Ùżëjë efekt na grëpie
37305	Na pewno usunąć ? Usunie to tylko grupę, nie same czcionki.	Na gwës chcesz rëmnąc? To rëmnie blós karno, a nié aktualné fòntë.
37306	jagnięcy	jagniãcy
37307	pończoszka	nogawiczka
37308	łabędź	czôłp
37309	Złoto	Złoto
37310	bielidło	bielëdło
37311	rozłupywać	rozłëpiac
37312	ciemniuteńki	cemnëchny
37313	owies	óws
37314	emir	emir
37315	obwarować	òbwarowac
37316	rozlać	rozlôc
37317	diabeł	złi
37318	zent	darënk
37319	merynos	merinos
37320	nizina	nizëna
37321	trzeźwy	trzézwi
37322	odpowiednio	pasowno
37323	pracownik sortowni	paczétnica
37324	Deszcz ze śniegiemweather forecast	weather forecast
37325	ateizacja	atejizacjô
37326	zgiąć się	zdżic sã
37327	Nic nie rób	Nie robi nick
37328	trawić	terowac
37329	rzucewo	rzucewò
37330	rosyjski	rusczi
37331	dekatyzacja	dekatizacjô
37332	barek	bistro
37333	Maruśka	Maruszka
37334	zatrzymaj odtwarzanie	zakùńczë grónié
37335	tłumoczek	pińdelk
37336	domierzać	domierzac
37337	pierwszeństwo	pierszosc
37338	Gábor Lehel	Gábor Lehel
37339	czarniuteńki	czôrnuszinczi
37340	PowiadomieniaPhonon	Phonon
37341	śniegiem	zakùrzëc
37342	Yakatit	Yakatit
37343	spartaczyć	zgrëczac
37344	zalecać się	łaszczëc sã
37345	Tobias Koenig	Tobias Koenig
37346	rządek	réżka
37347	Kopiuj wartość koloru	Kòpiéjë wôrtnotã farwë
37348	mieć rozwolnienie	pùrtac
37349	paproch	parzëna
37350	wabienie	chłoscenié
37351	pobrzeże	pòbrzeżé
37352	Model koloru	Mòdel farwë
37353	certolenie się	przecywianié sã
37354	senatorski	senatórsczi
37355	ocukrzyć	pòcëkrowac
37356	płomienisty	płomieniowi
37357	Tekst jasny	Farwa tekstu intensywnota
37358	Tab Window Manager	Tab Window Manager
