	pol_Latn	csb_Latn
42380	jizba szkólnëch	pokój nauczycielski
42381	rozpalac	rozpalać
42382	wëstrzódk column	środek column
42383	paskùdzëc	partaczyć
42384	Pòdsztrëchniãti	Podkreślenie
42385	Serwis lopk	Serwis plik
42386	Andrew de Quincey	Andrew de Quincey
42387	awansowóny	awansowany
42388	kaszérz	podbierak
42389	przecygnąc	przeciągnąć
42390	rozewrzéc sã	rozewrzć się
42391	Cezariô	Cezaria
42392	wëzeblokłi	obnażony
42393	Pòdôj miono serwera abò domenë dlô ti pòliticzi, np. www. kde. org abò. kde. org.	Podaj nazwę serwera lub domeny dla tej polityki, np. www. kde. org lub. kde. org.
42394	rozkòscerzac sã	rozszerzać się
42395	pleszczëc sã	płaszczyć się
42396	weather condition	Lekki deszcz, rześkoweather condition
42397	CAPI .	CAPI.
42398	Winstalëjë znowa	Instaluj
42399	diôblin	kaduk
42400	mamùszka	mamuśka
42401	plecati	pleczysty
42402	naczurzëc sã	naharować się
42403	kòszik	koszyk
42404	Nowô Zelandzkô	Nowa Zelandia
42405	Słowackô Kòróna	Korona słowacka
42406	wëgrëwac	wygrywać w karty itp.
42407	snieżélc	bałwan śnieżny
42408	wiôldżi głosnik	megafon
42409	eis	Eis
42410	nëkac	poganiać
42411	kòwôlów	kowalowy
42412	Nie mòże wladowac témë Unknown name	Nie można wczytać motywu Unknown name
42413	kòparka	ładowarka
42414	Blós ikonë	Tylko ikony
42415	rzma	skarpa
42416	nasnowac sã	nasnuć się
42417	Lëst, farwa	List, kolor
42418	smôrkôl	smarkacz
42419	sëjanié	promieniowanie
42420	żôgawica	pokrzywa żegawka
42421	Séc Ethernet	Sieć Ethernet
42422	QDBResult	Nie można pobrać rekordu QDBResult
42423	arch môłczati	małomówny
42424	jinweńtôrz	majątek
42425	dimka	dymka
42426	Rodzëzna fòntu	Rodzina czcionek
42427	Pòcësni zmianë	Porzuć zmiany
42428	wërąpianié	przedrzeźnianie
42429	òczerniwanié	plotkowanie
42430	palpitacjô	palpitacja
42431	dobòsc	dobóść
42432	info	Wsadowe tłumaczenie zostało zakończone. info
42433	chcëwòta	pazerność
42434	mëmczin	matczyny
42435	jakùb	jakub
42436	weather forecast	momentami bezchmurnieweather forecast
42437	wëfùdrowac	wykarmić
42438	palãgòwato	pałąkowato
42439	Dodôj Editëjë zmieniwną	Dodaj modyfikuj zmienną
42440	Wińdzeniowi ùrządzenié	Urządzenie wyjściowe
42441	Brigita	Brygida
42442	kómpasowi	kompasowy
42443	Indeks ùrządzeniów	Indeks urządzenia
42444	môłé	młode
42445	rąkòrobny	manufakturowy
42446	Òkno mdze pòłożoné w zabiérnikù Kickera	Okno będzie umieszczone na tacce systemowej Kickera
42447	Przełączë zablokòwóné pòłożenié	Zablokowana pozycja
42448	serakòjczón	sierakowiczanin
42449	Miemczura	Niemczysko
42450	deses	deses
42451	wëwinąc sã	wywinąć się
42452	Dólny	DółQWebPage
42453	Pòdmieni lëstã graniô	Zamień listę odtwarzania
42454	zniemczëc	zniemczyć
42455	Indeks ùczbòwnika UNIX	Indeks podręcznika UNIX
42456	dotëkac sã	dotykać się
42457	klucz	źródło
42458	Mùsterë	Nowy deseń
42459	naczëc sã	nasłuchać sie
42460	ùrzéwnianié sã	żalenie się
42461	erotomaniô	erotomania
42462	Wszëtczé filmë	Wszystkie filmy
42463	zajimac czëjąs ùwôgã	absorbować
42464	zadrzéc sã	zadrapać się
42465	zmùszëc	zmusić
42466	przeprowadzëc	przeprowadzić
42467	zawiôc	zawiać
42468	KigGeneric	KigGeneric
42469	jôtrowati	owrzodziały
42470	Serwer wëmôgô , jaczi nie je przistãpny.	Serwer wymaga , który nie jest dostępny.
42471	jómka	jamka
42472	dobitka	dobitka
42473	mòscëszcze	mościsko
42474	Eliôsz	Eliasz
42475	gbur	gospodarz
42476	szruwa	część kółka kołowrotka
42477	Bezkablowé	Bezprzewodowa
42478	Zastãpiono menadżera òczén	Zastąpiono menedżer okien
42479	kòłowrót	kołowrót
42480	bałgòchwôlca	bałwochwalca
42481	Òto	Otton
42482	zwiãzac	związać
42483	chãtnie	chętnie
42484	majówkòwi	majówkowy
42485	szôłtëstwò	sołtystwo
42486	Wëgasô	Wygasa
42487	Menadżera témów ekranu na przëwitanié	Menedżer motywów ekranu powitalnego
42488	łączëszcze	lichy smyk
42489	Na kôrta zamëkô w se niewësłóne zmianë. Òdłączenié kôrtë cësnié te zjinaczi.	Ta karta zawiera niewysłane zmiany. Odłączenie karty anuluje te zmiany.
42490	òbszargac	zaszargać
42491	szpôsownosc	żartobliwość
42492	fela òbczôs parsowaniô zamkłoscëQXml	błąd podczas parsowania zawartościQXml
42493	Swój fònt button Choose font	Czcionka użytkownika button Choose font
42494	Miara wòdnëch merków	Rozmiar znaków wodnych
42495	równowôrtny	równoważny
42496	AudioCD Òdkrëtô zëpsëté pòdôwczi w tim sztëczkù, rizykò ùtraceniô pòdôwków.	AudioCD Wykryto uszkodzenie płyty na tej ścieżce, możliwe jest uszkodzenie danych.
42497	bajacczi	bajarski
42498	przekòlniãcé	przedziurawienie
42499	przëwabiac	przynęcać
42500	nacec	naciec
42501	piecowi	piecowy
42502	Pòkażë wszëtczé robòtë w lësce	Pokaż wszystkie zadania na liście
42503	Eùropejskô skala	Skala europejska
42504	plenerzista	pejzarzysta
42505	diwizjón	dywizjon
42506	papiór	dokument
42507	Parmiń	Promień
42508	kapitał	fundusz
42509	kalãdôrzowi	kalendarzowy
42510	GabberGeneric	GabberGeneric
42511	pòddónô	poddana
42512	Wëjimczi przë òdwòłaniu z	Wyjątek wywołujący slot z
42513	stawac sã corôz głëpszim	bałwanieć
42514	ùbëkac	odłamać oskardem
42515	dwùznaczny	dwuznaczny
42516	Kòntinuacëjô indeksowaniô lopków dlô chùtczi szëkbë.	Wznowienie indeksowania plików dla szybszego wyszukiwania.
42517	bòrowô cotka	biedronka
42518	òparzëc sã	oparzyć się
42519	skrëchnąc	spokornieć
42520	Wëlogùjë	Wyloguj
42521	Symbòliczné zlënkòwanié	Dowiązanie symboliczne
42522	Laòs	Laos
42523	elipsojda	elipsoida
42524	òsmëset	osiemset
42525	Przezéranié séce	Przeglądanie sieci
42526	Dodôwk pidgin do kòmùnikacji OfftheRecord	Plugin do komunikacji OfftheRecord dla Pidgina
42527	strzëmac sã	wstrzymać się
42528	ważac	wozić często lub zwykle
42529	seksowny	seksowny
42530	hamster	paskarz
42531	ze szpòrtã	capriccioso
42532	Wëòstrzëc	Wyostrzenie
42533	weather forecast	Możliwy deszcz lub śniegweather forecast
42534	Òpisënk programë brëkòwnika NN . na Windows	Opis przeglądarki użytkownika NN. na Windows
42535	wieséń	jesień
42536	Zmianë w biéżny mòdule nie òstałë zapisóné. Czë chcesz akceptowac zmianë przed zamkniãcym Centróm kòntrolë, czë pòcësnąc ne zmianë?	Zmiany w bieżącym module nie zostały zachowane. Czy chcesz zastosować zmiany przed zamknięciem Centrum sterowania, czy też porzucić dokonane zmiany?
42537	òddzãkòwac sã	rozstać się
42538	Malawi	Malawi
42539	żôłądkòwi	żołądkowy
42540	Znowi szëkbã	Znajdź ponownie
42541	trzenôsce	trzynaście
42542	plesc	paplać
42543	Niger	Niger
42544	Małofarwnô téma dlô òkna wëlogòwaniô	Motyw o niskiej liczbie kolorów dla okna wylogowywania
42545	drogòsc	drożyzna
42546	maznik	bazgracz
42547	Adar II	Adar II
42548	Hòracy	Horacy
42549	Czôrné na widno żôłtim	Czarne na jasno żółtym
42550	zsënąc sã	zsunąć się
42551	Miono brëkòwnika	Nazwa użytkownika
42552	pamiãtac	pamiętać
42553	całka	linowa
42554	adzéwny	zaczepny
42555	kôrta	karta
42556	dobrze	dodatnio
42557	rëbacczi	rybacki
42558	akcentowac	akcentować
42559	przëwòzëc	przywozić
42560	zudwest	południowy zachód
42561	asyrijczik	asyryjczyk
42562	Ludmił	Ludmił
42563	przejôzd	przejazd
42564	szescorak	sześciorako
42565	chwastobójczo	chwastobójczo
42566	pierzati	upierzony
42567	scenarnik	scenariusz
42568	pasjô	męka
42569	òdmachiwac	odpowiadać machaniem na
42570	szwak	osłabiony
42571	Instalacëjô OEM dlô wërôbiôrzów	Instalacja OEM dla producentów sprzętu
42572	liwùsza	gąska
42573	Klient FTP	Klient FTP
42574	cesninka	cieśninka
42575	mrózkòwati	dereszowaty
42576	Farwùjë	Kolorowanie
42577	Agnészka	Agnieszka
42578	łëszka	trochę
42579	winowé grądo	winogrono
42580	Brëkùjë <, < =,, > = ë >.	Można używać <, <\ =\,\\, > = oraz >.
42581	grëzmòlenié	bazgranie
42582	bùflowi	bawoli
42583	Nowi òdbiérôcz faksa	Nowy odbiorca faksu
42584	ùcwierdzëc	umocnić
42585	jôdnota	żarłocznie
42586	Jinszé intable	Inne intable
42587	nôrodowòscowi	nacjonalistyczny
42588	òdwôżno	odważnie
42589	pòławiac	poławiać
42590	délëczk	deseczka
42591	zrëszr interaktiwny interter kjs.	uruchom interaktywny interter kjs
42592	przeganiac	przeganiać
42593	łëżdżëca	łuszczyca
42594	mùzułmańsczi	bisurmański
42595	Zgłoszë felë	Zgłaszaj błędy
42596	zwracac	zwracać
42597	Rolka papióru cali	Rolka papieru cali
42598	Menadżera òknów ò môłëch żądaniach	Menedżer okien o małych wymaganiach
42599	Ôrtama option check	Wg typu option check
42600	Historëjô	Historia
42601	Òznôczô to, że nimò tegò, że dostónk òstôł òtemkłi, przë próbie czëtaniô z niegò pòkôza sã fela.	Oznacza to, że chociaż zasób został otwarty, podczas próby czytania z niego wystąpił błąd.
42602	UNI	UNI
42603	zmiartosc	chudawość
42604	wëbłãdzëc	wybłądzić
42605	drzónowiszcze	cierniskò
42606	antikwarsczi	antykwaryczny
42607	wërastac	wyrastać
42608	bez planu pòstãpòwaniô	bezprogramowy
42609	łososëna	łososina
42610	Czë grac zwãczi.	Czy w grze mają być odtwarzane dźwięki.
42611	ajencjô	ajencja
42612	mléczëzna	nabiał
42613	kùchôrczin	kucharki
42614	ptôsznik	ptasznik
42615	kòmédiant	komediant
42616	zelé	ziele
42617	akùszeriô	akuszeria
42618	Miono bëkòwnika	Nazwa użytkownika
42619	bòcónk	bodziszek
42620	zôùsznica	kolczyk
42621	bùro	buro
42622	Arkùs kòsynus	Arcus cosinus
42623	cëzożëwienié sã	pasożytowanie
42624	kùrónk	kogucik
42625	drzéwiąteczkò	drzewko
42626	stożenié	blagowanie
42627	Dopasëjë do miarë starnë	Dopasuj do wymiarów strony
42628	Gùstôw	Gustaw
42629	Tah	Tah
42630	diametralno	biegunowo
42631	Wëgasô Next cookie	Wygasa Next cookie
42632	mòdrawò	niebieskawo
42633	Rëmôj sztëcczi	Usuń utwory
42634	Felë	Błędy
42635	zażarti	bitny
42636	Przeznaczenié job	Cel job
42637	dudlôrz	dudziarz
42638	ùwachtowac	ustrzec
42639	Azëjô Kuwejt	Azja Kuwejt
42640	Sylabiusz Cypriot	Sylabariusz cypryjski
42641	lëdówc	ludowiec
42642	jakkòlwiek	byle jak
42643	żarlëwie	żarliwie
42644	Chòrwacjô	Chorwacja
42645	zófa	sofa
42646	Amerika Kentucky Louisville	Czas wschodni Kentucky region Louisville
42647	półgòdzynny	półgodzinny
42648	obwiązywanié	opatrywanie
42649	namòdëc sã	namodlić się
42650	prostota	bezpośredniość
42651	socznota	soczystość
42652	półtorôk	pół marki
42653	naklëmkòwac	naklecić
42654	Baza dlô wzglãdnëch mionów lopków adresów URL	Baza dla względnych nazw plików adresów URL
42655	kłaniac sã	kłaniać się
42656	pòniżi	poniżej
42657	Paramétrë do przekazaniô do bòdżi sztélów	Parametry do przekazania do arkusza stylów
42658	niedołãstwò	niedołęstwo
42659	Skript do zrëszëniô	Skrypt do wykonania
42660	òdlezc	odleźć
42661	Nieznónô label listbox KDE distribution method	Nieokreślona label listbox KDE distribution method
42662	pùpka	lalka
42663	szpôdka	łopatka
42664	człowiekmôłpa	małpolud
42665	tczi	czczy
42666	ùwiãzac	uwiązać
42667	Pòkażë biéżné sztëcczi	Pokaż aktywny utwór
42668	łokcowi	łokciowy
42669	miedwłédz	niedźwiedź
42670	Dofùlowanié arabsczégòKCharselect unicode block name	Uzupełnienie arabskiegoKCharselect unicode block name
42671	pôłny	pełen
42672	inweather forecast	Deszczweather forecast
42673	òpłóknąc	opłukiwać
42674	dzejania robioné bënë abò bùten aplikacëji info crash situation example	działania wykonywane wewnątrz lub na zewnątrz programu info crash situation example
42675	roztaczac	roztaczać
42676	bóg zapłac	dziękuje
42677	mechanoskòpiô	mechanoskopia
42678	gãgnotka	zagadka
42679	Farwa Floyda Steinberga	Kolor Floyda Steinberga
42680	Mòdułë centróm kòntrolë	Moduły centrum sterowania
42681	wilcz	płucnica
42682	c , Aaron Seigo	c, Aaron Seigo
42683	afektowóny	afektowany
42684	Żądónô instalacëjô felëjących paczétów symbòlów info	Żądanie instalacji brakujących pakietów symboli debugowania info
42685	Biblioteka libsmbclient zgôsëła felã, le nie pòdôła przëczënë. Mòże to bëc problema z Twòją sécą, ale mòże téż òznôczac problemã w bibliotece libsmbclient. Eżle chcesz nama pòmóc, wëslë nama zdrzëcënk tcpdump ã z sécowégò interfejsu, wëkònanegò òbczas przezéraniô nôt je zwrócëc bôczënk, że mòże òn zamëkac w se priwatne pòdôwczi, téj nie słëchò gò pùblikòwac, eżle nie jes të gwës czë je mô mòżesz wëslac gò do programistów, eżle ò niegò pòproszą	Biblioteka libsmbclient zgłosiła błąd, ale nie podała powodu. Może to wskazywać na poważny problem z Twoją siecią, ale może również oznaczać problem w bibliotece libsmbclient. Jeśli chcesz nam pomóc, prosimy o przysłanie zrzutu tcpdumpa z interfejsu sieciowego, wykonanego w czasie przeglądania należy zwrócić uwagę, że może on zawierać prywatne dane, więc nie należy go publikować, jeśli nie jesteś pewien, czy je zawiera możesz wysłać go do programistów, jeśli o niego poproszą
42686	zôgón	zagon
42687	jadowiti	jadowity
42688	Na òptacëjô gôdô Konquerorowi ò tim, czë mô òn sã pëtac ò pòcwierdzenié rëmaniô lopka z pòminiãcem kòsza. Bôczë na to, że tak rëmniãti lopk ni mòże wëdostac nazôd. Zamòdlëwô sã aktiwòwanié pòcwierdzenia.	Jeśli ta opcja jest włączona, Konqueror będzie wymagał potwierdzenia przy usuwaniu plików pomijającym kosz. Uwaga usuniętych w ten sposób plików nie można odzyskać, dlatego zalecane jest pozostawienie tej opcji włączonej.
42689	Aktiwowónô	Aktywowano
42690	Pòdónô lëchô adresa URL, kùńczenié	Wprowadzono nieprawidłowy adres URL. Kończenie działania.
42691	rurka	rurka
42692	Òstrzérzë mie przed òdwiedzanim serwera, chtëren zatacô wëdowiédzë ò zbiéranëch priwatnëch pòdôwkach	Ostrzeż przed odwiedzeniem serwera ukrywającego informacje o zebranych danych osobowych
42693	wëławiac	wychwytywać
42694	Mòdul dekòdërëjący lopczi Ogg Vorbis	Moduł dekodujący pliki Ogg Vorbis
42695	taczima ògródkama	bałamutnie
42696	bandera	bandera
42697	sedlëszcze	siedlisko
42698	bala	piłka
42699	swiãtoszk	bigot
42700	szkaplérzny	szkaplerzny
42701	pomachtac	powikłać
42702	dërniec	durnieć
42703	żałostno	żałośnie
42704	zgnojic	zmierzwić
42705	szawitrowac	żartować
42706	Farwa papióru kòmpònent czerwòny	Kolor papieru składnik czerwony
42707	nënka	matka
42708	rozëmny	racjonalny
42709	przrplãtac	przyplątać
42710	kùla	kula
42711	Czas sã skùńczëł. Proszã sprôwdzëc stón sécë.	Upłynął czas połączenia. Proszę sprawdzić stan sieci!
42712	òsoblëwie	szczególnie
42713	kãtroch	rozpustnik
42714	nabiwôcz	nabywca
42715	nawrócëc	zawrócić
42716	stooltip. name, pid	stooltip. name, pid
42717	klawùchë	kłapouchy
42718	Kòmpònent HTML	Komponent HTML
42719	zjeżdżac sã	zjeżdżać się
42720	eufemiczny	eufemiczny
42721	biegnąc	biec
42722	stanica	sztandar
42723	Tekstowi lopk	Plik tekstowy
42724	òdskakòwac	odskakiwać
42725	Domëslné	Domyślny
42726	dãpòwanié	parowanie
42727	Òptacëje nôrzãdza	Opcje narzędzia
42728	nabierac	czerpać
42729	ùkładac	komponować
42730	Nastôw	Ustawienia
42731	Nowé dzejanié	Nowe działanie
42732	trzëmac corôz niżi	niżyć
42733	gãba	usta
42734	Tamuz	Tamuz
42735	niérzwa	guzdrała
42736	sztërë razë	czterokrotnie
42737	Miona pùltów	Nazwy pulpitów
42738	le	atoli
42739	pòczestny	szanowany
42740	Zrëszë KMail	Uruchom KMail
42741	Twòjô serwera SMTP nie òbłëgùje ùdowierzaniô.	Twój serwer SMTP nie obsługuje.
42742	razã	razem
42743	Winstalowóné	Zainstalowana
42744	mark linuxcsb. org, michol linuxcsb. org	krzysiek lichota. net
42745	Pòsobica wëdrëkù	Kolejność wydruku
42746	Wstawi	Wstaw
42747	cëgańsczi	cygański
42748	parapet	parapet
42749	WAV	WAV
42750	Gerata	Gerarda
42751	loadui mô miec jeden argùment	loadui pobiera jeden argument
42752	Czesłôw	Czesław
42753	. x. cali, xmm Lever archive môłi	. x. cali, xmm Lever archive mały
42754	nadobnie	nadobnie
42755	cëc	cyc
42756	Nié	NieQSql
42757	Suplement kòmpatibilnëch ideògrafów CJK	Dodatkowe ideogramy zgodności CJK
42758	Witosłôw	Witosław
42759	zasmrodzëc	zasmrodzić
42760	bajda	bajda
42761	òschnąc	obeschnąć
42762	Kòlekcëjô Ipoda	Kolekcja iPod
42763	Sudańsczi Dinar	Dinar sudański
42764	Debùgòwanié	Debugowanie
42765	wałkòwnicczi	maglowy
42766	pech	pech
42767	bùkòwiskò	bukowina
42768	Wëczëszczë wszëtczé szlachë mëszë	Wyczyść wszystkie ślady myszy
42769	Zatrzimanié	Zatrzymane
42770	Kòpiéjë	Kopiuj
42771	NIeznóny pòrządk	Nieznana kolejność
42772	ekstrapòlacjô	ekstrapolacja
42773	lëscëk	bilecik
42774	wëkùpic sã	złożyć okup
42775	magii	magia
42776	mrzeżëszcze	sieć na ryby
42777	doùczba	dokształcenie
42778	kilogram	kilogram
42779	górą	górą
42780	dżudoka	dżudoka
42781	czòrdac	deptać
42782	méster	mistrz
42783	Palau	Palau
42784	òpisënk column	Opis column
42785	parch	parch
42786	wëkôrczowac	wykarczować
42787	LTR	LTR
42788	pòjmańczik	jeniec
42789	zakùpiac	zakupywać
42790	zdostóny	pozbawiony
42791	nieżëcznosc	zawiść
42792	Mùzyczny symbòle bizantijsczé	Bizantyjskie symbole muzyczne
42793	Ekònomikòwi drëk	Druk ekonomiczny
42794	Nie generujë	Nie generuj
42795	Nie darzëła sã próba naczãca wësłania zamkłoscë wiadła.	Nie powiodła się próba rozpoczęcia wysyłania zawartości wiadomości.
42796	ASpell	ASpell
42797	mączka	mączka
42798	trzepka	frędzla
42799	wòjarsczi	żołnierski
42800	przefasonowac	przefasonować
42801	dërnoch	głupiec
42802	Wiedno na wiérzchù	Zawsze na wierzchu
42803	weather forecast	Podmuchy piaskuweather forecast
42804	dozerac	kontrolować
42805	Wiôldżé Mòrze	Bałtyk
42806	palisander	palisander
42807	Nordowô Afrika	Afryka Północna
42808	pòdczasczi	w tych czasach
42809	weather forecast	Mżawkaweather forecast
42810	lëpina	lipina
42811	Fela syntaksë Nieznóny pòlét	Błąd składni nieznane polecenie
42812	w spòsób pòplątóny	bałamutnie
42813	katalogòwac	katalogować
42814	głãbiô	głębia
42815	column of entries	Razem column of entries
42816	bezzwëskòwnosc	bezinteresowność
42817	Rozszérzenié skriptowégò jãzëka dlô Plasmë	Rozszerzenie Plasmy języka skryptów
42818	schód	schód
42819	rzeszot	sito
42820	rum	miejsce
42821	zatrzimanié	fermata
42822	drażniący	drażniący
42823	kanoniérka	armatowiec
42824	Pòkôżë stegnã	Pokaż ścieżkę
42825	staniô	stajnia
42826	weather forecast	Momentami intensywny śnieg z zamarzającym deszczemweather forecast
42827	pielgrzim	pątnik
42828	pòchłónianié	absorpcja
42829	swiatowi	świecki
42830	niewòdk	niewód o małym rozmiarze
42831	Przëdón ùsôdzaniô sécowëch katalogów	Asystent tworzenia folderów sieciowych
42832	parchati	chropawy
42833	Spacëjôkeyboard key name	Spacjakeyboard key name
42834	gnôcati	kostny
42835	nãcëc	nęcić
42836	rozczosac	rozczesać
42837	ùczba	lekcja
42838	zabaczac	zapominać
42839	Wiksze abò równe. geq a, b =a≥b	Większe lub równe. geq a, b =a≥b
42840	mrëżëc	mrużyć
42841	Mòżesz spróbòwac wëgenerowac nen szlach znowa, klëkając na knąpã Wladëjë wëdowiédzã ò załómaniu znowa. info status	Możesz spróbować ponownie wygenerować ślad, klikając przycisk Wczytaj ponownie informacje o awarii. info status
42842	bez spiérk	bezkonfliktowo
42843	"Przezéranié môlowi sécë Nastôwë ""Sécowégò òkrãżô."" Mòże brëkòwac ùsłëżnotë LISa z procedurą wé wi lan , abò ùsłëżnotë ResLISa z procedurą rlan . Kònfigùracëjô procedurë LAN Pò wëbierkù na procedura jeżlë je przëstãpnô sprôwdzô, czë dóny kòmpùtr w sécë ùprzëstãpniô dóną ùsłëżnotã przë próbie ji òtemkniscô. Wôrt je pamiãtac, że paranoiczno òstróżni brëkòwnicë taczé sprôwdzanié mògą przëjąc za próbã włamaniô na kòmpùtr. Wiedno òznôczô, że wëskrzëniwóné bãdą lënczi do ùsłëżnotë, bez sprôwdzaniô, czë są òne pò prôwdzë przëstãpné. Nigdë òznaczô że lënków ni bãdze widzec. W òbadwóch przëtrôfkach ni bãdą sprôwdzóné ùsłëżnotë daleczégò kòmpùtra, przec o nie bãdze sã ùznóném za hackera. Wicy wëdowiédzë ò ùsłëżnoce LISa mòże nalezc na domôcy starnie LISa abò parłącząc sã z Alexandrã Neundorfã lt; neundorf kde. org gt;."	"Przeglądanie sieci lokalnej Ustawienia ""Otoczenia sieciowego."" Można używać usługi LISa z procedurą we wy lan , lub usługi ResLISa wraz z procedurą rlan . Konfiguracja procedury LAN Po wyborze procedura ta jeśli jest dostępna sprawdza, czy dany komputer w sieci udostępnia daną usługę podczas próby jego otwarcia. Warto pamiętać, że paranoicznie ostrożni użytkownicy takie sprawdzanie mogą uznać za próbę włamania na komputer. Zawsze oznacza, że wyświetlane będą odnośniki do usług, bez sprawdzania, czy w rzeczywistości są dostępne. Nigdy oznacza że odnośników w ogóle nie będą widoczne. W obu wypadkach nie będą sprawdzane usługi zdalnego komputera, więc nie zostanie się uznanym za hackera. Więcej informacji na temat usługi LISa można znaleźć na stronie domowej LISa lub kontaktując się z Alexandrem Neundorfem lt; neundorf kde. org gt;."
42844	prostëchny	banalny
42845	megatona	megatona
42846	Zastãpi wszëtczé	Zastąp wszystkie
42847	Próba sélaniô lopków ZModem òsta rozpòznónô, równak nié mòże nalezc w twòji systemie softwôrë ZModem. Winstalëje mòże paczétë rzsz abò lrzsz.	Wykryto próbę pobierania pliku przez ZModem, ale w systemie brak oprogramowania dla ZModem. Należy zainstalować pakiet rzsz lub lrzsz.
42848	nascelëc	naścielić się
42849	bluzka	bluzka
42850	délokùlôk	hulajnoga
42851	marketanka	markietanka
42852	rëkta	"""ryjka"""
42853	spòrtowi	sportowy
42854	spôlac sã	spalać się
42855	Na starna zezwôlô ce na wëbiérk detalów òptacëji sztélu widżetów	Ta karta pozwala na skonfigurować stylu elementów interfejsu
42856	Zamkni kôrtã	Zamknij kartę
42857	wëcygnąc	wyciągnąć
42858	przezëwac sã	przezywać się
42859	jiwerowac sã	kłopotać się
42860	Wanda	Wanda
42861	Systema faksowaniô	System faksowania
42862	brzãkòt	brzękot
42863	ùbrëżdżëc	usmażyć
42864	info credit	Ten szablon pozwala na utworzenie podstaw pliku definicji podświetlania składni dla Kate. info credit
42865	Wòlné Nodes	Wolne węzły
42866	czëtnica	czytelnia
42867	rozeblôkac	rozbierac
42868	Jezechielów	Ezechielowe
42869	Rusczi Spelling dictionary	Rosyjski Spelling dictionary
42870	strëga	ciek
42871	Pòdrëchòwanié	Podsumowanie
42872	Mùzyczny notacëje stôrodôwnëch Greków	Starożytna grecka notacja muzyczna
42873	kònopnik	makolągwa
42874	weather forecast	Możliwa mżawka z zamarzającą mżawkąweather forecast
42875	aprioriczny	aprioryczny
42876	radela	saradela siewna
42877	trzepac sã	trzepać się
42878	Tekst pòd ikonama	Tekst pod ikonami
42879	samòtno	bezżennie
42880	Farwa, nôlepszi kwalitet, felënk czôrny tintë, òptacëjno korekta farwów	Kolor, najlepsza jakość, bez czarnego tuszu, opcjonalnie korekta kolorów
42881	òddalenié	oddalenie
42882	małowôrtny	małowartościowy
42883	frizowac	fryzować
42884	matizernoga!	ojej!
42885	cysôrzowô	cesarzowa
42886	Amarok Nightly	Amarok Nightly
42887	Wiodro BBC z bura UK MET	BBC Weather z UK MET Office
42888	Smòluszk	Kopciuszek
42889	pakòwniô	pakownia
42890	nadrzëmac sã	pęcznieć
42891	Globalnô skrodzëna dlô òsta zrëszonô.	Został użyty globalny skrót dla .
42892	kòmédiantka	żartownisia
42893	Hiragana	Hiragana
42894	sczibka	kromka
42895	kòtwa	ankier
42896	pòjic sã	poić się
42897	rozsëpac	rozsypać
42898	zégrowi	zegarowy
42899	sznëbrustka	gorset
42900	Zaczątk rézu grë domëslno INT MAX	Zakres gier domyślnie INT MAX
42901	pieprznik	piernik
42902	knajpka	barek
42903	szarô masc	szara maść
42904	weather condition	Zamarzająca mżawka, deszczweather condition
42905	agitacjô	agitacja
42906	Trzëmôj	Przechowuj
42907	pila	gęś
42908	Òtmëkô òkno swòjiznë KDE bë òbaczëc ë zmienic pòdôwczi meta pòdónëch lopków	Otwarcie okna dialogowego właściwości z KDE, które pozwala przeglądać i modyfikować metadane podanych plików
42909	Matthias Hoelzer	Matthias Hoelzer
42910	òprzéc	opierać
42911	òdebrac	zgubić
42912	Lësta przëstãpnych profilów	Lista dostępnych profilów
42913	anilina	anilina
42914	zamiast	zamiast
42915	przemëslny	pomysłowy
42916	mëdełkò	mydełko
42917	"Dopasowanié Jeżlë chcesz przërëchlëc zrëszanié Konquerora, mòżesz wëłączëc tã wëdowiédzã, klëkając tuwò. Bë jã doprowôdzëc nazôd, wëbierzë z menu Pòmòc > Wprowadzenié do Konquerora ë wcësni Nastôwë > Zapiszë profil wëzdrzatkù ""Przezéranié sécë."""	"Dostrajanie Jeżeli chcesz przyspieszyć uruchamianie Konquerora, możesz wyłączyć tę informację, klikając tutaj. By ją przywrócić, wybierz z menu Pomoc > Wprowadzenie do Konquerora, następnie Ustawienia > Zapisz profil widoku jako > ""Przeglądanie sieci."""
42918	pòkój	pokój
42919	Esfand	Esfand
42920	Domëslny wtëkôcz dekòracëji òknów je zepsëti ë nie mòżna bëło gò zladowac.	Domyślna wtyczka dekoracji okien jest uszkodzona i nie można było jej wczytać.
42921	marzëc	śnić
42922	lëchò	przykro
42923	rozdżibac sã	rozginać się
42924	magnetowid	magnetowid
42925	kroczewka	krokiewka
42926	Samòprzëlepòwi eticzétë	Etykiety samoprzylepne
42927	KLettresGeneric	KLettresGeneric
42928	doktór	doktor
42929	młodnik	młodniak
42930	detronizacjô	detronizacja
42931	To je domëszlné. Zédżér przejmie sztandardowi nastôw fòntów pùltu.	To jest domyślne ustawienie. Zegar będzie wykorzystywał kolor czcionki z bieżącego motywu pulpitu.
42932	dëgùsë	dyngus
42933	Kartowé grë	Gra karciana
42934	pòdnaszac	podnosić często
42935	Editëjë profil	Zapisz profil
42936	Chùtkòsc transmisëjiColumn name	Szybkość transmisjiColumn name
42937	doladiwanié	doładowywanie
42938	wãdrowczik	drapichrust
42939	kòmórniczi	chałupniczy
42940	chwianié sã	chwianie się
42941	Wallis ë Futuna	Wallis i Futuna
42942	dzecuszkò	dzidziuś
42943	jednomëslnie	jednomyślnie
42944	spiéwac	śpiewać
