	pol_Latn	csb_Latn
293	Nazwa: @ label: textbox	Wedle miona
294	Arkusze tkaniny	Bòdżi sztofù
295	Zaznacz & wszystko	Wëbiérzë & wszëtkò
296	E- NotatkiGenericName	E- NotownikGenericName
297	Ta sama w całym tekście	Brëkùjë rodzëznë tegò samégò fòntu dlô wszëtczégò tekstu
298	Menedżer logowania Ten moduł pozwala na konfigurację menedżera logowania KDE: zarówno jego wyglądu jak i obsługi użytkowników. Żeby możliwe było wprowadzanie jakichkolwiek zmian, moduł musi być uruchomiony w trybie administratora. Żeby przejść do tego trybu, kliknij na przycisku Modyfikuj i podaj hasło administratora. Ogólne Na tej karcie można konfigurować pewne elementy wyglądu menedżera logowania oraz język komunikatów. Okno Tu można skonfigurować tradycyjny wygląd okna dialogowego. Tło Tu można wybrać tło dla trybu okna dialogowego. Motywy Tu można wybrać używany motyw menedżera logowania. Zamykanie Tu można określać, kto może zamykać i ponownie uruchamiać system, a także konfigurować użycie menedżera uruchamiania systemu. Użytkownicy Ta karta zawiera ustawienia dotyczące sposobu wyświetlania poszczególnych użytkowników. Ułatwienia Na tej karcie można podawać ułatwienia dla niektórych użytkowników (użytkownik domyślny, logowanie bez konieczności podawania hasła itd.). Uwaga: niektóre z tych ułatwień z natury stanowią luki w zabezpieczeniu systemu, więc używaj ich ostrożnie.	Menadżera logòwaniô Nen mòduł pòzwôlô na kònfigùracëjã menadżera logòwaniô KDE: jegò wëzdrzatkù ë òbsłëdżi brëkòwników. Żebë mòżlewé bëło wprowadzenié równojaczich zmianów, mòduł mùszi bëc zrëszony w tribie sprôwnika. Żebë przéńc do tegò tribù, klëkni na knąpie Mòdifikùjë ë pòdôj parolã sprôwnika. Wëzdrzatk Na ti kôrce mòże skònfigùrowac wëzdrzatk menadżera logòwaniô a téż jãzëk wiadłów. Fònt Na kôrta pòzwôlô na wëbiérk fòntów brëkòwónëch przez menadżera logòwaniô do wëskrzëniwaniô wiadłów ë przëwitënków. Spòdlé Kôrta ùmòżebniô kònfigùracëjã spòdlégò, m. jin. wëbiérk tapétë abò programë do céchòwania spòdlégò. Zamëkanié Tu mòże òpisac, chto mòże zamëkac ë znowa zrëszac systemã, a téż kònfigùrowac ùżëcé menadżera zrëszania systemë. Brëkòwnicë Na kôrta zamëkô ùstôwë tikające sã ôrtu wëskrzëniwainô apartnëch brëkòwników. Zletczenia Na ti kôrce mòże pòdawac zletczenia dlô niechtërnech brëkòwników (domëszlny brëkòwnik, logòwanié bez òbòwiązkù pòdôwaniô paroli ëtd.). Bôczënk: niechtërné z tëch zletczeniów z nôtërë to dzurë w zabezpieczeniu systemë, téj brëkùjë jich òbzérno.
299	Ulubione ikony	Ùlubiony ikonë
300	Skala szarości	Skala szaroscë
301	Tagalski	Tagalog
302	Sprawdzanie@ title job	@ title job
303	Stron wyjściowych	Wińdzeniowëch starnów
304	& Spis treści	& Spisënk zamkłoscë
305	Uruchamianie KTTSD nie powiodło się	Zrëszanié KTTSC nie darzëło sã
306	Ta strona wyśle raport o do systemu śledzenia błędów i powiadomi Cię, gdy tą czynność skończy. Zostanie wtedy wyświetlony adres strony WWW raportu o błędzie w systemie śledzenia błędów KDE, dzięki czemu będzie można później przejrzeć raport. @ info/ rich	Na starna sélô rapòrt do systemë szlachòwaniô felów ë dô ce wiédzã jak to dzejanié sã skùńczy. Wëskrzëni sã adresa starnë WWW rapòrtu ò felë w systemie szlachòwaniô felów KDE, przez co bãdze szło pòzdze przezdrzec nen rapòrt. @ info/ rich
307	Ręczne podawanie papieru	Rãczné pòdawanié papióru
308	Przełącz na pulpit 15	Przełączë na pùlt 15
309	MongolskiName	MòngolscziName
310	Odbita poziomo	Òdbitô hòrizontalno
311	Skontaktuj się z autorem	Łączba z ùsôdzcą
312	Kolory Linuksa	Farwë Linuksa
313	Wtyczka kolekcji iPoda dla AmarokaName	Wtëkôcz kòlekcëji Ipoda dlô AmarokaName
314	Szybki menedżer okien o małych wymaganiachComment	Chùtczi menadżera òknów o môłëch żądaniachComment
315	D_opasuj płótno do warstwimage-action	image-action
316	Nie dba o wkłady, każda linia we wszystkich kolorach	Nie dbô o wkłôdë, kòżdô linijô we wszëtczich farwach
317	"Zamknięcie pliku ""%s"" po zapisaniu w nim obrazu się nie powiodło. Część danych mogła nie zostać zapisana: %s"	"Nie mòże zamknąc lopka ""%s"" pò zapisaniém w nim òbrôzu. Mògło dońc do niezapisania dzélu pòdôwków: %s"
318	Pomocniczy mono	Mono- Aux
319	Książka adresowa NetscapeName	Adresowô ksążka NetscapeName
320	& Skrót klawiszowy:	& Klawiszowô skrodzëna:
321	Wyjście strony	Wińdzenié starnë
322	Pierwszy pasujący wiersz	Pierszô słëchającô réżka
323	Przenieś do folderu osobistego.	Przeniese do òsobistegò kataloga.
324	Polecenie D- Bus	Pòlét D- Bus
325	Wciśnij ten przycisk, by wybrać preferowany terminal. Plik, który wybierzesz, musi być wykonywalny. Niektóre programy, korzystające z emulatora terminala mogą nie działać, jeśli podasz tu dodatkowe parametry (np. 'konsole - ls').	Klëkni na nã knąpã abë wëbrac preferowóny terminal. Lopk chtëren wëbierzesz, mùszi bëc wëkònëwôny. Niejedné programë, brëkùjącé emùlatora terminala mògą ni robic, jeżlë pòdôsz tuwò dodôwné parametrë (np. 'konsole - ls').
326	- 75 stopni	- 75 gradusów
327	Powtórzona pozycja	Dëbeltny wpisënk
328	Nie można pobrać informacji o ciasteczkach przechowywanych na tym komputerze.	Ni mòże zladowac wëdowiédzë ò kùszkach trzëmónëch na tim kòmpùtrze.
329	Optyczne rozpoznawanie znaków	Rozpòznôwanié céchów
330	wymusza, by program wykorzystywał tryb TrueColor na ekranie 8- bitowym	wëmùszô bë programa brëkòwała tribù TrueColor na 8- bitowim ekranie
331	& Port:	& Pòrt:
332	Użyj grupy dla nagrywających płyty:	Brëkùjë do wëpôlaniô karna:
333	Nie można wysunać dysku. Jeden lub więcej plików z tego urządzenia jest otwartych w programach.	Nié mòże wësënąc diskù. Jeden abò wicy lopków na tim diskù je òtemkłi w aplikacëji.
334	Pozwól programom konsoli na tworzenie migoczącego tekstu	Zezwòlë programie terminala ùsôdzac mërgającé dzéle tekstu
335	Włącz	Włączony
336	PorzućQDialogButtonBox	QDialogButtonBox
337	Stron na kartkę	Starnów na cedelk
338	Tryb ekonomiczny	Trib ekònomikòwi
339	Kolor papieru (składnik zielony)	Farwa papióru (kòmpònent zelony)
340	Nie można zapisać obrazka.	Ni mòże zapisac òbrôzka.
341	Użyj tego przycisku, aby ponownie spróbować wysłać raport, jeśli wcześniej się to nie udało. @ info: status	Brëkùjë ti knąpë abë wësłac rapòrt znowa, jeżlë rëchli sã to ni darzeło. @ info: status
342	Laotański	Lao
343	"To jest lista zasobów Samba oraz NFS zamontowanych w Twoim systemie z innych komputerów. Kolumna ""Typ"" pokazuje, czy zamontowany zasób jest typu Samba czy NFS. W kolumnie ""Zasób"" widać nazwy zamontowanych zasobów. W końcu trzecia kolumna o nazwie ""Zamontowany w"" wskazuje na lokalizację zasobu na Twoim komputerze."	"To je lësta dostónków Sambë a téż NFS zamòntowónëch na Twòji systemie z jinëch kòmpùtrów. Kòlumna ""Ôrt"" pòkôzëjë, czë zamòntowóné dostónk je ôrtu Sambë czë NFS. W kòlumnie ""Dostónk"" widac miona zamòntowónëch dostónków. Trzecô kòlumna ò mionie ""Zamòntowóny w"" wskôzëjë na ùmôlenié dostónkù na Twòjim kòmpùtrze."
344	Wysyłanie wiadomości nie powiodło się, ponieważ następujący odbiorcy zostali odrzuceni przez serwer:% 1	Sélanié wiadła nie darzëło sã, bò zôstni dostôwce òstalë òdcësniãcy bez serwerã:% 1
345	(Domyślne) Wyłącz ochronę przed przejmowaniem uaktywnienia przez XVName	(Domëslno) Wëłãczô przejãcé aktiwòwaniô dlô XVName
346	Edytor układu listy odtwarzania	Editor wëzdrzatkù lëstë graniô
347	Strony plików	Starnë lopków
348	Podajnik papieru PF- 21	Pòdajnik papióru PF- 21
349	brak konta użytkownika	felënk kònta brëkòwnika
350	Tu można wybrać używaną odmianę czcionki. @ item font	Tuwò mòżesz wëbrac brëkòwóny sztél fòntów. @ item font
351	Skrzynka pocztowa 5	Pòcztowô kastka 5
352	Nie można uruchomić kcheckpass.	Nié mòże zrëszëc kcheckpass.
353	Pasek zakładekName	Lëstew załóżkówName
354	Pokaż szczegółowe podpowiedzi	Pòkażë pòdpòwiescë z detalama
355	Podajnik 6	Pòdajnik 6
356	CzcionkiComment	FòntëComment
357	Tło o niskiej liczbie kolorów dla elementów interfejsu z wykresami	Małofarwny spódk dlô grafikòwëch widżetów
358	PIN cyfra 1 (dla zadania prywatnego)	PIN cyfra 1 (dlô priwatny robòtë)
359	Poprawki do zestawów i zaznaczania tekstu	Pòprôwczi dlô zestôwków ë zaznaczenia
360	Wybierz plik motywu	Wëbiérzë lopk témë
361	Programowanie, asystent podświetlania	Programista ë asystent pòdskrzëniãcô
362	Spodziewano się	Żdóny
363	720 DPI cztery przebiegi	720 DPI sztërë òdbëca
364	Rozsyłanie grupowe	Wielëna paczétów Multicast
365	BŁĄD: Błąd przetwarzania dla argumentu 2 (liczenie)	FELA: Fela parosowaniô dlô 2 argùmentu (rechòwanié)
366	Edycja wpisu	Edicëjô wpisënkù
367	Powiększa cały pulpitName	Zwikszô całowny pùltName
368	Nie udało się połączyć z modułem indeksowania Strigi (% 1) @ info: status	Felënk sparłãczeniô z indeksownikã Strigi (% 1) @ info: status
369	OsetańskiName	ÒsetańscziName
370	Zmień format tytułu zwykłej karty	Editëjë zwëkòwi fòrmat titla kôrtë
371	Tu można wybrać język komunikatów okna logowania. Nie wpłynie to na ustawienia poszczególnych użytkowników. @ title: group	Tuwò mòże wëbrac jãzëk kòmùnikatów òkna logòwaniô. Nie mô to cëskù na ùstôwë jinëch brëkòwników. @ title: group
372	UśpijQShortcut	QShortcut
373	Bezpieczna:	Bezpiecznô:
374	& Domyślne	& Domëszlné
375	Drukowanie wygładzane (tusz BC- 02)	Gładczé drëkòwanié (tińta BC- 02)
376	Podstawowa dokumentacja	Pòdspòdlowô dokùmentacëja
377	SamoańskiName	SamoańscziName
378	Na pewno zamknąć wszystkie pozostałe karty?	Pò prôwdze zamknąc wszëtczé zaòstné kôrtë?
379	Programowy Raid w Linuksie (md)	Programòwi linuksowi Raid (md)
380	Kolor papieru (składnik czerwony)	Farwa papióru (kòmpònent czerwòny)
381	Właściwości	Swòjizna
382	Uruchom jako inny & użytkownik	Zrëszë jakno jiny & brëkòwnik
383	Wybierz plik obrazka tapety	Nôslédny òbrôzk tapétë
384	DaniaName	DëńskôName
385	Menedżer kontaktówName	Menadżera łączbówName
386	Przeszukaj całą kolekcję	Przeskanëjë znowa kòlekcëjã
387	"Tutaj można wprowadzić krótki opis plików o zaznaczonym typie (np ""Strona HTML""). Opis ten będzie wykorzystany w programach takich jak Konqueror do wyświetlenia zawartości katalogów."	"Tuwò mòże wprowadzëc krótczi òpisënk lopków ò wëbrónëm ôrce (np ""Starna HTML""). Nen òpis bãdze brëkòwóny w progarmach taczich jakno Konqueror do wëskrzëniwaniô zamkłoscë katalogów."
388	Zmień politykę obsługi wtyczek	Zmieni pòlitika òbsłużënkù wtëkôczów
389	ArmeńskiQFontDatabase	QFontDatabase
390	Informacje o systemieGenericName	Wëdowiédzô ò systemieGenericName
391	_Indeksowany...image-convert-action	image-convert-action
392	Ameryka/ Eirunepe	Amerika/ Eirunepe
393	Rzadkie punktydash-preset	dash-preset
394	Plik korekcja gamma	Lopk kòrekcëji gamma
395	Instalowanie	Instalowanié
396	Widoczność	Widzawnota
397	Wielkość podglądu@ title: group Tags	Miara pòdzérkù@ info: status
398	Blokowanie	Blokòwanié KRunner
399	Jeśli zaznaczone, Amarok będzie wyciszał muzykę przy wyłączeniu programu.	Jeżlë zaznaczoné, Amarok wëcëszë mùzykã przë wińdzenim z programë.
400	Cosecans	Kòsekans
401	Sposób wyświetlania daty.	Ôrt wëskrzëniwaniô datuma.
402	Szerokość zapisanego tła	Szérz zapsiónégò spòdlégò
403	& Dalej >	& Dali >
404	Rial irańskiName	Irańsczi RialName
405	Czyści historię odwiedzanych stron internetowych	Czëszczë historëjã òdwiedzonëch internetowich starnów
406	Ameryka/ Argentyna/ Rio_ Gallegos	Amerika/ Argentina/ Rio_ Gallegos
407	Pojemnik 13	Zabiérnik 13
408	Wykonaj polecenie powłoki	Wëkònôj pòlét pòwłoczi
409	Można przejść przez wszystkie dokumenty naciskając Alt+Lewy lub Alt+Prawy. Następny/ poprzedni dokument będzie natychmiast wyświetlony w aktywnym okienku.	Mòże przeńc przez wszëtczé dokùmentë wcëskając Alt+Lewi abò Alt+Prawi. Nôslédny/ wczasniészi dokùment bãdze zarô wëskrzëniony w aktiwnym òczénkù.
410	Kliknij w celu edycji lokalizacji@ item: inmenu	Klëkni dlô edicëji lokalizacëji
411	p, li {white- space: pre- wrap;} Procesy będą działać kiedy to tylko możliwe. Wyższy priorytet niż w grupie zwykłych lub wsadowych. Nie ma podziału czasu (timeslicing).	p, li {white- space: pre- wrap;} Procesë bãdą robic jak to le mòżlëwé. Wëższi prioritet jak w karnie zwëczajnych ë wsôdowich. To nie dô pòdzelënkù czasu (timeslicing).
412	"Nie znaleziono tekstu ""% 1."""	"Nie je nalazłi tekst: ""% 1."""
413	Demon powiadomień KDEDComment	Ùsłëżnota dôwaniô wiédzë dozérôcza KDEComment
414	"Kiedy plik jest wysyłany, jego rozszerzeniem jest ."" part."" Po udanym wysłaniu jego nazwa jest zmieniana na oryginalną."	"Jak lopk je wësłóny, jegò rozcygniãcém jest ."" part."" Pò ùdałim wësłaniu jegò miono je zjinaczoné na originalné."
415	Nowy	Nowi
416	Pokazuje wszystkie urządzenia i pozwala na ich zamontowanie, odmontowanie i wysunięcie. Note this is a KRunner keyword	Wëskrzëniô wszëtczé ùrządzenia ë zezwôlô na jich mòntowanié, òdmòntowanié abò wësëwanié. Note this is a KRunner keyword
417	Kod karty prezentowej:	Kòd prezentowi kartë:
418	WylogowanieComment	WëlogòwaniéComment
419	Schowek jest pusty	Tacnik je pùsti
420	MikroblogComment	Mikrobloggòwanié TwitterComment
421	Rozszerzone bopomofo	Rozszérzoné Bopomofo
422	Menedżer uruchamiania systemu:	Menadżera zrëszaniô systemë:
423	Tryb nieinteraktywny: bez okienek komunikatów	Nieinteraktiwny trib: bez òknów wiadłów
424	Usługi internetowe	Ùsłëżnotë Jinterneta
425	Kolejność	Pòrządk
426	Dopasuj kolor kursora do aktualnego znaku	Nastôwiô farwã kùrsorã do aktualnegò céchù.
427	Nic nie robi	Nick nie robi
428	Poziom bezpieczeństwa interpretera Ruby	Równiô bezpiekù interpretera Ruby
429	Nazwa systemu (jeśli dostępna)	Miono systemë (jeżlë przëstãpné)
430	Informacja o folderze sieciowym	Wëdowiédzô ò sécowëm katalogù
431	Nie pytaj znowu	Nie pëtôj znowa
432	Nic do sprawdzenia pisowni.	NIe dô niczegò dze mòże sprôwdzëc pisënk.
433	Typ użytkownika 5	Ôrt brëkòwnika 5
434	& Czas wyciszania:	Czas & déraniô wëcëszenia:
435	Rozmiar papieru:	Miara papióru:
436	SklasyfikowanyBanner page	SklasëfikòwónéBanner page
437	Pokaż przeglądarkę zadań wydruku przy uruchomieniu	Pòkażë pòdzérk robòtów przë zrëszanim
438	Brak dostępu do stacji% 1. Stacja jest nadal zajęta. Poczekaj, aż zakończy pracę i spróbuj ponownie.	Felëjë przistãpù do nëkù% 1. Nëk je wcyg zajãtô. Żdôj jaż zakùńczë robòtã ë spróbùjë znowa.
439	6 zszywek, równolegle	6 zszëwków, równoległo
440	Funkcje konsoli	Fùnkcëje terminala
441	Dolar kanadyjskiName	Kanadëjsczi DolarName
442	Tasowanie kart (debugowanie)	Paszowanié kôrt (debùgowanié)
443	& Gatunek:	& Zort
444	Błąd przeglądarki KDE Man	Fela przezérnika KDE Man
445	Azja WschodniaName	Pòrénkòwô AzëjôName
446	Przejdź do głośności	Dżiniãcé zwãkù
447	Ostrzeż mnie	Dôj mie òstrzegã
448	Europa/ Sofia	Eùropa/ Sofia
449	Menedżer motywówComment	Menedżer témówComment
450	p, li {white- space: pre- wrap;} Planista: wsadowe (Od Linuksa 2. 6. 16.) Ta polityka jest podobna do zwykłej, z tym że powoduje, że planista zakłada duże wykorzystanie procesora przez proces. W związku z tym zastosuje niewielką karę, która spowoduje nieco gorsze traktowanie takiego procesu. Ta polityka jest użyteczna dla grup nieinteraktywnych zadań, które jednak nie chcą zmniejszenia priorytetu (wartości nice), oraz dla zadań, które potrzebują deterministycznego działania planisty bez interaktywności powodującej dodatkowe przełączenia (między zadaniami wchodzącymi w skład grupy).	p, li {white- space: pre- wrap;} Wsôdowé planowanié (Òd Linuksa 2. 6. 16.) Na pòlitika schlachùje za zwëczajną, równak na doprowôdzô do tegò, że planowanié zakłôdô wiôldżé brëkòwanié procesora przez proces. Przez to nałożi niewiôlgą sztrafã, chtërnô dô kąsk gòrszé achtniãcé taczegò procesu. Na pòlitika je brëkòwnô dlô karnów nieinteraktiwnych dzejaniôw, chtërné równak ni chcą zmniészëc prioritetu (wôrtnotë nice), a téż dlô dzejaniów brëkùjących deterministicznegò dzejaniô planowaniô bez interaktiwnotë prowôdzący do dodôwné sparłãczenia (midzy dzejaniama przënôlegającyma do karna).
451	Montowanie	Mòntowanié
452	Częstotliwość próbkowania:% 1% 2	Zamanówszosc próbczi:% 1% 2
453	Nad terminalami	Wëżi ekranu terminala
454	Wkompilowany exec_ prefix bibliotek KDE	Wkòmpilowóny exec_ prefix bibloteków KDE
455	Ameryka/ Argentyna/ ComodRivadavia	Amerika/ Argentina/ ComodRivadavia
456	Umieszczaj kolejne okna w poziomie	Wsôdzë pòsobné òkna hòrizontalno
457	Pokaż lokalne zmiany SVN- u@ item: inmenu	Wëskrzëni môlowé zmianë SVN@ item: inmenu
458	Klawisz modyfikujący (np. Shift lub Ctrl) zmienił stan i jest teraz włączonyName	Klawisza zjinaczi (Shift abò Control) zmienia swój sztatus ë je aktiwòwónôName
459	Zapisać zmiany w menu?	Zapisac zmianë w menu?
460	Konfiguracja e- maila...	Kònfigùracëjô e- maila...
461	Monitor systemu - siećComment	Mònitór systemë - SécComment
462	Kopia pliku	Kòpijô lopka
463	Debugger niespodziewanie zakończył działanie. @ info: status	Debùger zakùńczëł niespòdzajno dzejanié. @ info: status
464	Wąskie obramowanie	Wãskô rama
465	Pobieranie informacji o podcaście...	Ladowanié wëdowiédzë ò podcasce
466	Mongolski	Mòngòlsczi
467	& Poprzednia	& Pòprzédny
468	Drukarka, dla której wyświetlane są zadania	Drëkër, dlô chtërnegò wëskrzëniwóne są robòtë
469	Programista (lfranchi)	Programista
470	Konfiguracja podwójna (tandem)	Dëbeltnô kònfigùracëjô (tandem)
471	Wiele monitorówComment	Wiele mònitorówComment
472	Pokaż okno programu	Wëskrzëni òkno programë
473	Standardowa	Normalny
474	Użyj następującej & identyfikacji:	Brëkùjë nôslédny & identyfikacëji:
475	Automatycznie wybierz & rozszerzenie nazwy pliku	Wëbierzë aùtomatno & rozszérzenié miona lopka
